X,id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,flag_transaksi_finansial,status_transaksi,bank_pemilik_kartu,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
10107,2457410,2457484,93,-2,1798,91,385,11,1200000.0,96,5,57,3214,613,101402,2,2,1,9,False,3,999,1193259.0690000001,10000000.0,29924.0,1.57,1
9367,2457546,2457640,111,-2,1798,466946,385,11,100000.0,96,5,293,530,613,184505,4,2,1,9,False,3,999,177454.5854,1000000.0,25000.0,1.4,1
5541,2457369,2457452,93,-2,1798,-3,156,12,1200000.0,96,5,74,306,7,171338,3,1,5,8,False,3,999,1243288.592,2500000.0,100000.0,1.84,1
1577,2457607,2457671,111,-2,1798,1529252,385,11,100000.0,96,5,259,1697,613,91455,2,2,1,9,False,3,999,2316833.333,5606000.0,300000.0,1.83,1
1821,2457656,2457745,93,-2,1798,1560441,385,11,1000000.0,96,5,128,1757,613,94124,2,2,1,9,False,3,999,3675077.8419999997,69900000.0,26300.0,4.12,1
1346,2457371,2457425,93,-2,1798,-3,156,12,100000.0,96,5,1,2669,2129,75710,2,1,5,8,False,3,999,765485.7347,2500000.0,100000.0,1.36,1
2340,2457596,2457670,4,-2,1798,1492209,148,5,50000.0,96,5,223,1562,613,55414,1,2,1,9,False,3,999,467403.8462,1750000.0,30600.0,1.74,1
9618,2457359,2457404,111,-2,1798,1954548,26,10,2000000.0,96,5,128,2750,613,144434,3,2,1,9,False,3,999,1347442.8630000001,7950000.0,30000.0,2.34,1
2109,2457591,2457605,0,158622,173,2405250,58,6,209700.0,96,5,128,6775,462,44729,1,2,2,4,False,3,999,645719.5423,2000000.0,86456.0,1.45,1
8114,2457646,2457738,104,-2,1798,-3,156,12,550000.0,-2,16,1,5713,74,164056,3,1,5,8,False,3,999,740679.4419,2500000.0,26500.0,1.35,1
14376,2457662,2457753,93,-2,1798,1339080,385,11,2000000.0,96,5,128,797,613,94802,2,2,1,9,False,3,999,1401938.3369999998,30575000.0,25000.0,2.26,1
8504,2457510,2457569,111,-2,1798,2081398,26,10,1250000.0,96,5,128,3008,613,204713,4,2,1,9,False,3,999,847440.198,4200000.0,27910.0,1.55,1
11375,2457660,2457705,104,-2,1798,3379592,238,9,2000000.0,96,5,65,8118,613,160813,3,2,1,9,False,3,999,1588865.0,17860800.0,74500.0,2.11,1
9958,2457433,2457504,111,-2,1798,1199147,159,19,15000000.0,96,5,57,521,613,145225,3,2,1,9,False,3,999,2022820.019,5000000.0,45000.0,2.12,1
7002,2457378,2457458,103,-2,1798,-3,156,12,1300000.0,96,5,60,753,1131,164825,3,1,5,8,False,3,999,514956.3333,2500000.0,41110.0,2.5,1
342,2457526,2457621,104,-2,1798,-3,156,12,200000.0,96,5,3,1213,1616,80454,2,1,5,8,False,3,999,0.0,0.0,0.0,0.0,1
14394,2457410,2457479,4,-2,1798,91,385,11,1200000.0,96,5,152,1182,613,83812,2,2,1,9,False,3,999,656741.4262,3100000.0,35000.0,1.98,1
11518,2457519,2457612,0,-2,1798,-3,156,12,1000000.0,96,5,128,753,1539,110151,2,1,5,8,False,3,999,1355000.0,6500000.0,70000.0,1.81,1
1999,2457646,2457657,0,-2,1798,2228568,159,19,10000000.0,96,5,67,3408,613,194842,4,2,1,9,False,3,999,1074121.346,5855000.0,100000.0,2.07,1
9579,2457415,2457458,93,-2,1798,-3,156,12,1000000.0,96,5,128,1187,2167,113819,2,1,5,8,False,3,999,1256712.686,7786432.0,100000.0,1.64,1
7266,2457597,2457602,0,-2,1798,-3,156,12,2500000.0,96,5,128,594,1616,75740,2,1,5,8,False,3,999,2931390.898,9000000.0,100000.0,3.26,1
4602,2457554,2457646,93,-2,1798,2348947,26,10,1250000.0,96,5,221,3528,613,144958,3,2,1,9,False,3,999,2390178.571,5000000.0,300000.0,2.17,1
6678,2457515,2457599,111,-2,1798,1830430,26,10,1250000.0,96,5,128,2300,613,83302,2,2,1,9,False,3,999,1022317.115,2500000.0,50000.0,1.52,1
539,2457635,2457695,104,-2,1798,1193606,26,10,200000.0,96,5,128,533,613,73546,2,2,1,9,False,3,999,422741.9355,8503541.0,25822.0,1.74,1
8017,2457375,2457376,111,-2,1798,2784622,26,10,2500000.0,96,5,128,8619,613,43353,1,2,1,9,False,3,999,2006896.552,9600000.0,10000.0,2.23,1
6092,2457539,2457622,103,-2,1798,2592826,26,10,1250000.0,96,5,265,4045,613,174753,3,2,1,9,False,3,999,989530.9524,8100000.0,47600.0,1.8,1
11951,2457654,2457745,111,-2,1798,-3,156,12,500000.0,96,5,229,5104,2194,73645,2,1,5,8,False,3,999,1153763.4409999999,10000000.0,50000.0,2.86,1
9086,2457585,2457655,104,-2,1798,285906,385,11,500000.0,96,5,128,5237,613,144339,3,2,1,9,False,3,999,218212.3077,1000000.0,14990.0,1.8,1
5646,2457429,2457479,103,-2,1798,2118229,301,16,1600000.0,96,5,128,3099,613,141924,3,2,1,9,False,3,999,355611.0143,1000000.0,50000.0,1.64,1
697,2457420,2457511,104,-2,1798,2031750,26,10,700000.0,96,5,128,2746,613,150350,3,2,1,9,False,3,999,279593.5897,500000.0,100000.0,1.09,1
12390,2457576,2457635,111,-2,1798,-3,440,15,50000000.0,96,5,8,48,143,62752,2,1,5,8,False,3,999,10163708.23,50000000.0,100000.0,1.25,1
824,2457640,2457739,104,-2,1798,2432523,26,10,1000000.0,96,5,265,3900,613,163337,3,2,1,9,False,3,999,614684.5263,3000000.0,55000.0,1.32,1
546,2457513,2457541,111,-2,1798,-3,156,12,1250000.0,96,5,128,2447,1545,63131,2,1,5,8,False,3,999,775110.0,8003500.0,26500.0,2.57,1
14460,2457605,2457605,103,-2,1798,1456464,26,10,2500000.0,96,5,265,1489,613,4205,1,2,1,9,False,3,999,466909.2111,2000000.0,25000.0,1.45,1
9535,2457330,2457418,103,-2,1798,447670,26,10,400000.0,96,5,259,4837,613,121727,3,2,1,9,False,3,999,163850.9245,1100000.0,10000.0,1.43,1
4725,2457643,2457734,111,69189,92,3314392,237,4,35700.0,96,5,128,7529,386,100850,2,2,2,4,False,3,999,2327854.651,35000000.0,10000.0,5.42,1
7325,2457403,2457487,93,-2,1798,2796154,26,10,2500000.0,96,5,128,7852,613,164225,3,2,1,9,False,3,999,501576.7714,1300000.0,100000.0,1.29,1
12209,2457423,2457513,93,-2,1798,-3,156,12,1250000.0,96,5,128,7824,503,121658,3,1,5,8,False,3,999,2209542.792,60000000.0,50000.0,1.48,1
12209,2457642,2457733,111,-2,1798,-3,156,12,2500000.0,96,5,129,7819,515,130856,3,1,5,8,False,3,999,1214624.702,7780612.0,13462.0,3.05,1
3589,2457308,2457335,93,-2,1798,-3,156,12,2500000.0,96,5,221,3122,2413,213705,4,1,5,8,False,3,999,2459850.889,30000000.0,26000.0,1.32,1
663,2457391,2457483,111,36466,903,2955222,58,6,295000.0,96,5,128,7387,1408,93857,2,2,2,4,False,3,999,2147997.163,20000000.0,300000.0,18.35,1
9460,2457328,2457408,4,-2,1798,301820,526,18,2100000.0,96,5,70,4780,613,163741,3,2,1,9,False,3,999,1141773.688,3500000.0,74500.0,2.35,1
13998,2457468,2457560,5,153732,849,548721,58,6,675396.0,96,5,70,7545,1296,183013,4,2,2,4,False,3,999,459148.0984,15000000.0,25000.0,2.24,1
6536,2457571,2457655,0,-2,1798,-3,159,12,1000000.0,96,5,188,5689,1007,211504,4,1,5,8,False,3,999,2212644.875,23450000.0,50000.0,1.86,1
10979,2457347,2457354,138,553188,39,2987449,58,6,1155000.0,96,5,134,7295,302,82400,2,2,2,4,False,3,999,335045.4545,1000000.0,100000.0,1.3,1
625,2457419,2457505,103,-2,1798,-3,156,12,1500000.0,96,5,265,3846,1972,75715,2,1,5,8,False,3,999,292538.3774,913500.0,100000.0,1.3,1
1730,2457468,2457557,5,-2,1798,2948038,385,11,1250000.0,96,5,70,4377,613,2937,1,2,1,9,False,3,999,1212500.0,2500000.0,100000.0,1.76,1
12771,2457362,2457401,111,-2,1798,-3,156,12,1500000.0,96,5,128,1014,2618,174253,3,1,5,8,False,3,999,546432.8358,2500000.0,20000.0,1.7,1
5342,2457581,2457669,138,-2,1798,2453258,385,11,1000000.0,96,5,128,8002,613,165116,3,2,1,9,False,3,999,444720.7588,2500000.0,26500.0,1.85,1
9377,2457659,2457750,111,-2,1798,2650612,26,10,900000.0,96,5,265,8595,613,164614,3,2,1,9,False,3,999,1228742.869,25000000.0,12001.0,2.29,1
11592,2457461,2457504,103,-2,1798,-3,156,12,1500000.0,96,5,51,9,614,144921,3,1,5,8,False,3,999,713627.9,1100000.0,100000.0,1.45,1
2177,2457495,2457586,5,637700,1859,3016515,58,6,726147.0,96,5,128,7445,2686,154159,3,2,2,4,False,3,999,1912381.0,13950000.0,500000.0,1.6,1
525,2457309,2457366,103,-2,1798,1353528,385,11,500000.0,96,5,185,882,613,61156,2,2,1,9,False,3,999,50000.0,100000.0,50000.0,2.15,1
1832,2457608,2457690,93,-2,1798,-3,156,12,1250000.0,96,5,7,175,159,161343,3,1,5,8,False,3,999,2593883.75,6390000.0,3000.0,4.23,1
4624,2457630,2457722,111,-2,1798,-3,156,12,2000000.0,96,5,186,5104,934,213023,4,1,5,8,False,3,999,1413524.39,11677500.0,50000.0,3.19,1
4387,2457404,2457488,103,-2,1798,-3,156,12,2000000.0,96,5,128,1264,989,92242,2,1,5,8,False,3,999,1426050.2119999998,7710000.0,100000.0,1.95,1
2485,2457632,2457724,5,-2,1798,-3,156,12,2500000.0,96,5,8,64,162,95332,2,1,5,8,False,3,999,1252008.475,10000000.0,50000.0,2.21,1
9535,2457550,2457640,111,-2,1798,572399,26,10,1250000.0,96,5,223,4969,613,42326,1,2,1,9,False,3,999,1888709.677,23000000.0,26300.0,2.14,1
4159,2457662,2457748,111,-2,1798,1159060,385,11,1250000.0,96,5,152,460,613,130717,3,2,1,9,False,3,999,2435584.242,13425780.0,100000.0,19.78,1
486,2457438,2457477,111,-2,1798,1358926,385,11,1250000.0,96,5,293,991,613,80455,2,2,1,9,False,3,999,1017771.1190000001,2500000.0,72350.0,1.61,1
12356,2457642,2457733,111,-2,1798,-3,156,12,2000000.0,149,7,238,5283,1407,151451,3,1,3,8,False,3,999,595613.0,1694000.0,65000.0,2.25,1
7237,2457633,2457721,0,-2,1798,2432939,385,11,2000000.0,96,5,128,3973,613,102007,2,2,1,9,False,3,999,215351.0964,1250000.0,34347.0,1.33,1
3954,2457404,2457441,93,513923,434,2343163,58,6,1650000.0,96,5,259,6339,820,183628,4,2,2,4,False,3,999,895194.1765,3900000.0,25000.0,1.57,1
6759,2457403,2457485,103,361500,1191,2560230,58,6,350000.0,96,5,186,7519,1795,150459,3,2,2,4,False,3,999,5700000.0,5700000.0,5000000.0,1.0,1
1072,2457556,2457647,111,-2,1798,-3,156,12,1500000.0,96,5,128,5643,2229,222216,4,1,5,8,False,3,999,803681.7945,8554000.0,23000.0,1.63,1
13085,2457417,2457507,4,-2,1798,2066226,26,10,1250000.0,96,5,69,2960,613,132053,3,2,1,9,False,3,999,2156560.994,12500000.0,100000.0,3.0,1
3818,2457299,2457354,0,-2,1798,2618890,238,9,3000000.0,96,5,203,8391,613,50229,1,2,1,9,False,3,999,2567902.0,25000000.0,25000.0,1.32,1
3755,2457628,2457677,103,-2,1798,1486867,301,16,1000000.0,96,5,128,1564,613,81645,2,2,1,9,False,3,999,213173.913,1000000.0,17000.0,1.27,1
5682,2457326,2457358,0,-2,1798,2790992,159,19,10000000.0,96,5,241,4313,613,135908,3,2,1,9,False,3,999,2422589.5319999997,23651760.0,100000.0,2.1,1
9150,2457662,2457753,0,-2,1798,-3,156,12,5221584.0,96,5,128,7728,829,132827,3,1,5,8,False,3,999,4371131.068,15000000.0,300000.0,19.78,1
10016,2457462,2457557,111,-2,1798,-3,156,12,2500000.0,96,5,5,179,2615,123544,3,1,5,8,False,3,999,945857.1429,15000000.0,20000.0,2.26,1
13373,2457526,2457579,104,-2,1798,1302929,385,11,1250000.0,96,5,265,698,613,134736,3,2,1,9,False,3,999,1185303.845,6000000.0,30400.0,1.78,1
2213,2457549,2457638,104,-2,1798,-3,156,12,1250000.0,96,5,41,5710,1631,163303,3,1,5,8,False,3,999,734829.6585,1000000.0,100000.0,1.45,1
11080,2457655,2457744,103,-2,1798,-3,156,12,2500000.0,96,5,128,5720,2656,71737,2,1,5,8,False,3,999,912021.1429,23000000.0,50000.0,1.81,1
274,2457636,2457724,104,-2,1798,1387486,148,5,25000.0,96,5,293,1367,613,204338,4,2,1,9,False,3,999,347889.8529,1800000.0,20000.0,1.48,1
12043,2457449,2457541,111,-2,1798,2601928,26,10,300000.0,96,5,128,4145,613,105031,2,2,1,9,False,3,999,1547091.667,3607000.0,45000.0,3.55,1
5102,2457517,2457565,93,388748,1574,2383750,58,6,220130.0,96,5,251,7314,2309,144130,3,2,2,4,False,3,999,0.0,0.0,0.0,0.0,1
7401,2457575,2457600,104,-2,1798,-3,156,12,2000000.0,96,5,152,289,2048,82821,2,1,5,8,False,3,999,5250000.0,5000000.0,5700000.0,1.0,1
12522,2457371,2457371,111,-2,1798,1947662,385,11,300000.0,96,5,293,2629,613,64715,2,2,1,9,False,3,999,442733.6957,2000000.0,25500.0,1.86,1
5929,2457652,2457722,103,-2,1798,-3,156,12,1000000.0,96,5,128,91,163,104810,2,1,5,8,False,3,999,1185303.845,6162385.0,50000.0,1.76,1
98,2457641,2457720,111,-2,1798,6928943,385,11,500000.0,96,5,128,4636,613,124916,3,2,1,9,False,3,999,615833.6944,2445100.0,25000.0,1.59,1
14933,2457419,2457496,5,-2,1798,2446551,385,11,2500000.0,96,5,128,7980,613,132713,3,2,1,9,False,3,999,1946677.632,4480000.0,130500.0,1.17,1
6915,2457545,2457558,111,-2,1798,-3,156,12,2000000.0,96,5,152,1185,2497,164523,3,1,5,8,False,3,999,771564.0,4203180.0,25000.0,1.82,1
1264,2457323,2457413,93,-2,1798,-3,156,12,1500000.0,96,5,279,5683,2415,174001,3,1,5,8,False,3,999,1755681.165,9100000.0,25000.0,3.83,1
7220,2457462,2457548,0,-2,1798,2162045,26,10,1500000.0,96,5,89,3183,613,120557,3,2,1,9,False,3,999,1884825.389,7000000.0,100000.0,2.21,1
5286,2457599,2457661,104,-2,1798,2488398,238,9,1150000.0,96,5,60,8075,613,233202,4,2,1,9,False,3,999,135049.5868,500000.0,50000.0,1.91,1
13620,2457660,2457751,93,-2,1798,1439141,385,11,2500000.0,96,5,128,1382,613,94802,2,2,1,9,False,3,999,2382324.27,35824300.0,26500.0,3.91,1
1098,2457413,2457433,111,32165,1192,1864483,58,6,1935780.0,96,5,60,5767,1794,131517,3,2,2,4,False,3,999,396660.2069,1000000.0,100000.0,1.33,1
2425,2457519,2457586,111,-2,1798,331436,385,11,1250000.0,96,5,265,4813,613,150347,3,2,1,9,False,3,999,1072474.0,2000000.0,200000.0,1.17,1
2869,2457537,2457622,93,-2,1798,1343049,26,10,1700000.0,96,5,128,835,613,140216,3,2,1,9,False,3,999,5532031.381,100000000.0,50000.0,2.4,1
12987,2457536,2457624,111,-2,1798,-3,156,12,2200000.0,96,5,128,3800,2036,102556,2,1,5,8,False,3,999,1216653.3329999999,10000000.0,20000.0,1.58,1
14080,2457529,2457619,103,-2,1798,2058827,301,16,150000.0,96,5,128,2882,613,70929,2,2,1,9,False,3,999,279593.5897,2100000.0,12100.0,2.0,1
14434,2457391,2457479,111,-2,1798,-3,156,12,2500000.0,96,5,8,179,168,142512,3,1,5,8,False,3,999,1317066.176,6000000.0,24880.0,2.33,1
1524,2457425,2457503,1,-2,1798,1572178,159,19,2550000.0,96,5,128,1768,613,104131,2,2,1,9,False,3,999,1650000.0,2500000.0,100000.0,2.5,1
1710,2457642,2457732,104,-2,1798,518,385,11,100000.0,96,5,128,2580,613,211630,4,2,1,9,False,3,999,317857.1429,2000000.0,15000.0,1.85,1
12553,2457422,2457513,0,-2,1798,400373,385,11,1250000.0,96,5,128,4892,613,132713,3,2,1,9,False,3,999,1478181.8180000002,9500000.0,84378.0,1.76,1
5975,2457331,2457417,93,-2,1798,1036666,385,11,2500000.0,96,5,142,342,613,222615,4,2,1,9,False,3,999,701424.1667,2500000.0,30000.0,1.83,1
8657,2457559,2457628,93,-2,1798,-3,156,12,1000000.0,96,5,279,83,192,54306,1,1,5,8,False,3,999,10163708.23,100000000.0,50000.0,2.57,1
8779,2457326,2457393,138,244764,1512,1631565,58,6,690000.0,96,5,128,5967,2231,191518,4,2,2,4,False,3,999,1279371.6809999999,16000000.0,50000.0,1.35,1
1368,2457524,2457586,111,324475,102,1756387,227,1,300000.0,96,5,128,7161,393,130851,3,2,2,4,False,3,999,1997326.686,47700000.0,87000.0,2.0,1
9641,2457593,2457616,111,-2,1798,1752625,385,11,1200000.0,96,5,60,2162,613,125514,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
2166,2457658,2457718,104,-2,1798,1481668,26,10,100000.0,96,5,70,1329,613,194356,4,2,1,9,False,3,999,581154.163,1250000.0,100000.0,1.09,1
14239,2457429,2457431,93,-2,1798,2489227,26,10,350000.0,96,5,128,8212,613,145527,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
8605,2457396,2457490,0,-2,1798,-3,156,12,400000.0,96,5,128,7762,1369,175835,3,1,5,8,False,3,999,580078.2,1500000.0,105000.0,1.45,1
12040,2457592,2457632,93,-2,1798,3330919,238,9,850000.0,96,5,203,8687,613,122725,3,2,1,9,False,3,999,2304545.455,30000000.0,133200.0,2.1,1
11945,2457500,2457549,93,-2,1798,-3,156,12,2500000.0,96,5,8,179,170,150103,3,1,5,8,False,3,999,3225250.909,58517740.0,50000.0,4.27,1
1518,2457474,2457532,103,-2,1798,-3,156,12,500000.0,96,5,8,185,65,102236,2,1,5,8,False,3,999,306877.4032,1000000.0,55000.0,1.38,1
12932,2457638,2457724,93,-2,1798,-3,156,12,1000000.0,96,5,60,593,739,192001,4,1,5,8,False,3,999,952053.5217,5000000.0,100000.0,1.69,1
14505,2457431,2457514,111,-2,1798,-3,156,12,2500000.0,96,5,8,36,204,124010,3,1,5,8,False,3,999,1369047.619,9500000.0,30000.0,3.11,1
11188,2457352,2457413,104,-2,1798,2791001,26,10,1000000.0,96,5,128,4321,613,101736,2,2,1,9,False,3,999,408081.3617,5000000.0,31600.0,1.53,1
6915,2457433,2457503,0,-2,1798,1455294,385,11,1250000.0,96,5,128,1345,613,81714,2,2,1,9,False,3,999,796108.9744,3100000.0,25000.0,1.76,1
5021,2457502,2457589,0,-2,1798,2112007,301,16,2700000.0,96,5,102,3049,613,104326,2,2,1,9,False,3,999,6445000.0,24504480.0,500000.0,1.7,1
11116,2457648,2457688,93,-2,1798,3091567,26,10,1250000.0,96,5,86,8180,613,75107,2,2,1,9,False,3,999,1264730.357,2500000.0,173455.0,1.25,1
5283,2457393,2457471,111,-2,1798,-3,156,12,400000.0,96,5,51,259,260,100800,2,1,5,8,False,3,999,841147.9925,10000000.0,17900.0,2.57,1
458,2457653,2457710,103,-2,1798,1951104,385,11,100000.0,96,5,56,2596,613,54147,1,2,1,9,False,3,999,259612.8512,1150000.0,20000.0,1.18,1
8584,2457517,2457614,93,-2,1798,506856,26,10,1250000.0,96,5,265,4953,613,105656,2,2,1,9,False,3,999,914155.3738,4700000.0,38980.0,2.05,1
12507,2457461,2457478,104,-2,1798,1585674,26,10,50000.0,96,5,165,1958,613,100600,2,2,1,9,False,3,999,102718.1818,100000.0,22500.0,2.1,1
12641,2457529,2457621,93,-2,1798,-3,156,12,2199940.0,96,5,128,5227,1983,162157,3,1,5,8,False,3,999,3358895.4,53377977.0,34000.0,2.05,1
14423,2457445,2457534,103,-2,1798,-3,156,12,1250000.0,96,5,8,229,205,184036,4,1,5,8,False,3,999,800000.0,1500000.0,100000.0,3.0,1
3506,2457433,2457502,103,-2,1798,-3,156,12,1250000.0,96,5,59,1264,679,54350,1,1,5,8,False,3,999,514956.3333,5000000.0,26097.0,1.3,1
11748,2457542,2457620,104,-2,1798,1374421,238,9,6596072.0,96,5,70,5375,613,181859,4,2,1,9,False,3,999,633831.4321,2500000.0,25000.0,1.53,1
1031,2457316,2457320,0,-2,1798,1765088,26,10,2500000.0,96,5,128,2139,613,62235,2,2,1,9,False,3,999,738775.8148,2900000.0,34000.0,1.7,1
13824,2457561,2457652,0,-2,1798,1126495,159,19,15000000.0,96,5,102,400,613,93949,2,2,1,9,False,3,999,1965300.17,20000000.0,65585.0,2.48,1
13499,2457441,2457471,103,-2,1798,-3,156,12,100000.0,96,5,75,5280,1965,111801,2,1,5,8,False,3,999,713501.2414,2300000.0,51500.0,1.35,1
13290,2457467,2457504,93,-2,1798,-3,440,15,75000000.0,96,5,8,65,140,111530,2,1,5,8,False,3,999,15582273.91,100000000.0,50000.0,3.32,1
14571,2457634,2457724,103,-2,1798,-3,156,12,900000.0,96,5,203,680,2385,142940,3,1,5,8,False,3,999,323243.2432,1000000.0,25000.0,2.29,1
4423,2457550,2457560,111,-2,1798,-3,156,12,300000.0,96,5,8,232,116,211239,4,1,5,8,False,3,999,2650502.8,15380000.0,147000.0,2.74,1
10733,2457559,2457632,103,-2,1798,3095475,238,9,2200000.0,96,5,70,7868,613,80952,2,2,1,9,False,3,999,135049.5868,1000000.0,22950.0,1.63,1
11415,2457390,2457422,2,-2,1798,241382,159,19,10000000.0,96,5,128,4429,613,195010,4,2,1,9,False,3,999,1569020.274,6711000.0,50460.0,2.43,1
7340,2457628,2457721,104,592211,1011,1762256,58,6,21000.0,96,5,136,5749,1529,143953,3,2,2,4,False,3,999,181401.7917,650000.0,23000.0,2.09,1
14998,2457565,2457625,111,-2,1798,2515620,26,10,400000.0,96,5,293,4031,613,85706,2,2,1,9,False,3,999,630566.0108,7000000.0,52000.0,1.3,1
9549,2457545,2457634,111,-2,1798,1245652,385,11,1200000.0,96,5,265,692,613,161927,3,2,1,9,False,3,999,1888709.677,6700000.0,50000.0,2.11,1
2352,2457508,2457547,1,-2,1798,2810558,159,19,5000000.0,96,5,211,4191,613,94946,2,2,1,9,False,3,999,1386250.0,2500000.0,700000.0,1.4,1
5721,2457503,2457592,103,-2,1798,3040001,238,9,1250000.0,96,5,128,8159,613,190534,4,2,1,9,False,3,999,1915767.64,2500000.0,100000.0,1.0,1
13058,2457457,2457464,103,-2,1798,-3,156,12,500000.0,96,5,8,164,19,132611,3,1,5,8,False,3,999,745454.5455,2500000.0,50000.0,1.52,1
11794,2457438,2457452,104,-2,1798,-3,156,12,150000.0,96,5,8,158,171,173917,3,1,5,8,False,3,999,833911.7241,3000000.0,100000.0,1.3,1
1498,2457327,2457378,111,-2,1798,1083542,385,11,2500000.0,96,5,60,313,613,122634,3,2,1,9,False,3,999,435511.1111,1200000.0,40400.0,1.13,1
464,2457475,2457518,104,-2,1798,-3,156,12,1250000.0,96,5,41,51,241,151418,3,1,5,8,False,3,999,1039990.667,2880000.0,15900.0,2.06,1
10019,2457404,2457496,4,-2,1798,2787948,301,16,5100000.0,96,5,215,7898,613,124419,3,2,1,9,False,3,999,6690283.49,25000000.0,500000.0,3.53,1
3623,2457510,2457540,0,-2,1798,-3,156,12,2500000.0,96,5,121,1264,687,190401,4,1,5,8,False,3,999,1080399.504,10000000.0,100000.0,1.89,1
4346,2457431,2457453,111,-2,1798,-3,156,12,2500000.0,96,5,128,7698,2185,181133,4,1,5,8,False,3,999,2029896.0,12500000.0,250000.0,4.5,1
4664,2457341,2457423,4,-2,1798,1591894,385,11,1000000.0,96,5,265,1893,613,75006,2,2,1,9,False,3,999,593239.686,2500000.0,11000.0,3.9,1
4512,2457347,2457423,111,-2,1798,-3,156,12,300000.0,96,5,128,7741,1985,141744,3,1,5,8,False,3,999,667081.049,1250000.0,100000.0,1.83,1
8010,2457569,2457603,93,-2,1798,2793224,26,10,1250000.0,96,5,128,4351,613,193252,4,2,1,9,False,3,999,695916.6667,750000.0,500000.0,1.0,1
7746,2457378,2457457,103,-2,1798,-3,156,12,1000000.0,96,5,75,8695,2052,93421,2,1,5,8,False,3,999,943750.0,2000000.0,200000.0,1.33,1
5256,2457649,2457740,104,-2,1798,1474226,385,11,500000.0,96,5,221,1440,613,213323,4,2,1,9,False,3,999,1147061.235,5000000.0,17200.0,1.6,1
14582,2457385,2457468,111,-2,1798,234237,26,10,2000000.0,96,5,128,3193,613,133105,3,2,1,9,False,3,999,294207.3171,600000.0,26500.0,1.5,1
9955,2457567,2457598,111,-2,1798,1466619,385,11,1250000.0,96,5,265,1489,613,124352,3,2,1,9,False,3,999,1212157.412,2000000.0,100000.0,1.17,1
9786,2457463,2457556,103,-2,1798,-3,156,12,2000000.0,96,5,240,1614,2168,84836,2,1,5,8,False,3,999,1277773.6840000001,10000000.0,32740.0,3.4,1
4345,2457515,2457602,111,-2,1798,3105472,238,9,1150000.0,96,5,218,8259,613,110955,2,2,1,9,False,3,999,446787.5778,1250000.0,100000.0,2.43,1
12880,2457561,2457595,1,-2,1798,1211766,159,19,99000.0,96,5,128,603,613,153716,3,2,1,9,False,3,999,2931390.898,5000000.0,500000.0,1.64,1
131,2457301,2457379,111,-2,1798,-3,156,12,2000000.0,96,5,152,5719,1660,65454,2,1,5,8,False,3,999,1883520.0,2500000.0,100000.0,2.34,1
6633,2457512,2457591,111,-2,1798,-3,156,12,1500000.0,96,5,265,3512,2030,65702,2,1,5,8,False,3,999,1445945.946,2500000.0,100000.0,1.56,1
4649,2457621,2457705,0,-2,1798,-3,156,12,1500000.0,96,5,60,596,1547,171140,3,1,5,8,False,3,999,626562.5,2500000.0,26000.0,2.11,1
2492,2457400,2457435,103,-2,1798,2791001,385,11,2500000.0,96,5,102,7855,613,182641,4,2,1,9,False,3,999,417920.9355,1500000.0,25000.0,1.42,1
8994,2457662,2457697,104,-2,1798,2413327,385,11,1250000.0,96,5,241,3701,613,143321,3,2,1,9,False,3,999,90000.0,100000.0,50000.0,3.98,1
13816,2457540,2457590,111,-2,1798,1402246,385,11,1000000.0,96,5,70,1077,613,195355,4,2,1,9,False,3,999,1031508.142,2500000.0,50000.0,1.52,1
13200,2457533,2457565,111,-2,1798,1225102,385,11,1250000.0,96,5,128,617,613,213532,4,2,1,9,False,3,999,1080313.025,8000000.0,25000.0,1.54,1
11760,2457467,2457496,93,-2,1798,358101,385,11,1250000.0,96,5,70,4886,613,141433,3,2,1,9,False,3,999,2074680.708,30000000.0,101500.0,1.23,1
10589,2457448,2457535,93,-2,1798,-3,156,12,2000000.0,96,5,293,5670,1537,94457,2,1,5,8,False,3,999,2116285.714,9700000.0,24500.0,1.65,1
5923,2457616,2457632,93,-2,1798,87462,147,3,3039000.0,96,5,114,5141,613,131919,3,2,1,9,False,3,999,2242151.193,25000000.0,100000.0,1.79,1
2179,2457662,2457663,93,33716,974,3085428,58,6,1441000.0,96,5,57,7080,1489,174328,3,2,2,4,False,3,999,299704.1111,1200000.0,50000.0,1.43,1
972,2457650,2457666,111,-2,1798,2321942,385,11,1250000.0,96,5,265,3597,613,83849,2,2,1,9,False,3,999,653370.4028,8554000.0,25000.0,1.74,1
10468,2457580,2457593,103,-2,1798,-3,156,12,2000000.0,96,5,270,5690,331,53904,1,1,5,8,False,3,999,4200000.0,6596072.0,50000.0,2.54,1
4625,2457385,2457407,4,-2,1798,2419356,385,11,1250000.0,96,5,265,3614,613,134855,3,2,1,9,False,3,999,1507473.115,6000000.0,26500.0,1.97,1
