X;id_tanggal_transaksi_awal;tanggal_transaksi_awal;tipe_kartu;id_merchant;nama_merchant;tipe_mesin;tipe_transaksi;nama_transaksi;nilai_transaksi;id_negara;nama_negara;nama_kota;lokasi_mesin;pemilik_mesin;waktu_transaksi;kuartal_transaksi;kepemilikan_kartu;nama_channel;id_channel;flag_transaksi_finansial;status_transaksi;bank_pemilik_kartu;rata_rata_nilai_transaksi;maksimum_nilai_transaksi;minimum_nilai_transaksi;rata_rata_jumlah_transaksi;flag_transaksi_fraud;grouped_time;selisih_transaksi
7718;2457609;2457705;93;-2;1798;1470056;385;11;2000000;96;5;128;1497;613;135237;3;2;1;9;FALSE;3;999;695916,6667;750000;500000;1;1;2;1304083,333
6296;2457312;2457398;103;-2;1798;2438260;385;11;500000;96;5;128;3855;613;142907;3;2;1;9;FALSE;3;999;469027,0222;2500000;20800;1,5;1;2;30972,9778
9698;2457529;2457590;103;-2;1798;2018536;301;16;10000000;96;5;244;2789;613;163013;3;2;1;9;FALSE;3;999;958557,8793;3600000;25000;2,36;1;2;9041442,121
6397;2457501;2457501;1;-2;1798;2914211;147;3;4700000;96;5;128;4456;613;143842;3;2;1;9;FALSE;3;999;956251,9038;2829000;60000;1,23;1;2;3743748,096
13917;2457606;2457671;103;-2;1798;1174157;26;10;1400000;96;5;128;644;613;62254;2;2;1;9;FALSE;3;999;602682,08;2500000;100000;1,46;1;1;797317,92
9415;2457459;2457546;104;-2;1798;163749;385;11;1000000;96;5;128;3911;613;212828;4;2;1;9;FALSE;3;999;435206,9333;1304650;50000;1,42;1;3;564793,0667
5379;2457621;2457675;111;-2;1798;-3;156;12;500000;96;5;114;7791;1361;215544;4;1;5;8;FALSE;3;999;1299993,183;9500000;100000;1,37;1;3;799993,183
194;2457649;2457743;111;-2;1798;1185214;385;11;2500000;96;5;265;475;613;101313;2;2;1;9;FALSE;3;999;2227785,714;12659000;100000;2,54;1;2;272214,286
4178;2457497;2457533;93;-2;1798;1589294;26;10;1250000;96;5;128;1950;613;165726;3;2;1;9;FALSE;3;999;2074680,708;32000000;101500;1,8;1;2;824680,708
3102;2457628;2457722;1;-2;1798;1230930;385;11;2500000;96;5;128;5108;613;140726;3;2;1;9;FALSE;3;999;2424590,735;15000000;100000;4,93;1;2;75409,265
437;2457458;2457481;1;-2;1798;331430;385;11;2000000;96;5;128;4819;613;65249;2;2;1;9;FALSE;3;999;757382,2909;7000000;25000;1,42;1;1;1242617,709
4612;2457544;2457585;111;-2;1798;1224647;385;11;1000000;96;5;128;609;613;221832;4;2;1;9;FALSE;3;999;915070,6679;5000000;67510;1,54;1;1;84929,3321
10355;2457450;2457536;0;326010;1400;2158894;58;6;660000;96;5;259;7231;2076;45038;1;2;2;4;FALSE;3;999;823644,4412;3373260;50000;2,88;1;1;163644,4412
9483;2457375;2457464;111;-2;1798;1820975;159;19;1500000;96;5;65;2233;613;105847;2;2;1;9;FALSE;3;999;1777594,504;2500000;400000;2,52;1;2;277594,504
6231;2457563;2457613;111;-2;1798;2351265;238;9;2300000;96;5;128;5586;613;71229;2;2;1;9;FALSE;3;999;594617,9545;1250000;100000;1,4;1;1;1705382,046
248;2457662;2457723;132;-2;1798;2142716;161;17;1750000;96;5;128;2970;613;205229;4;2;1;9;FALSE;3;999;556833,6098;1500000;50000;1,75;1;3;1193166,39
13804;2457539;2457615;1;-2;1798;282139;385;11;500000;96;5;128;4714;613;144424;3;2;1;9;FALSE;3;999;453826,2;3000000;34979;1,68;1;2;46173,8
2465;2457592;2457645;111;-2;1798;2331560;26;10;400000;96;5;70;3489;613;65548;2;2;1;9;FALSE;3;999;0;0;0;0;1;1;400000
7784;2457644;2457735;111;-2;1798;-3;156;12;2500000;96;5;89;1462;1727;174113;3;1;5;8;FALSE;3;999;1451954,892;9500000;65000;1,2;1;2;1048045,108
9504;2457524;2457525;111;-2;1798;181;147;3;500000;96;5;128;2979;613;175452;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;500000
6807;2457440;2457515;2;-2;1798;81969;385;11;2500000;96;5;75;3794;613;142518;3;2;1;9;FALSE;3;999;3529663,661;20000000;1;3,13;1;2;1029663,661
7823;2457615;2457707;93;-2;1798;234204;26;10;1000000;96;5;259;4521;613;237;1;2;1;9;FALSE;3;999;2171907,099;28555000;100000;3,12;1;1;1171907,099
1123;2457605;2457662;111;-2;1798;1930197;301;16;1200000;96;5;128;2511;613;92124;2;2;1;9;FALSE;3;999;1071138,06;17000000;26500;1,69;1;2;128861,94
447;2457655;2457748;103;-2;1798;1638278;385;11;100000;96;5;162;2051;613;201134;4;2;1;9;FALSE;3;999;197575;1500000;34347;1,3;1;3;97575
11878;2457661;2457752;104;-2;1798;2142716;385;11;1000000;96;5;265;2970;613;94321;2;2;1;9;FALSE;3;999;964318,75;1400000;300000;1,71;1;2;35681,25
8538;2457408;2457478;0;-2;1798;1602647;26;10;1000000;96;5;293;1872;613;15409;1;2;1;9;FALSE;3;999;1159722,222;2500000;300000;2,17;1;1;159722,222
8809;2457536;2457627;111;-2;1798;-3;156;12;100000;96;5;51;259;259;165742;3;1;5;8;FALSE;3;999;972969,5652;7000000;27700;1,54;1;2;872969,5652
663;2457563;2457613;103;-2;1798;1431419;385;11;1250000;96;5;128;1299;613;155419;3;2;1;9;FALSE;3;999;850000;2500000;50000;1,55;1;2;400000
9826;2457426;2457469;111;-2;1798;-3;440;15;50000000;96;5;8;36;28;72426;2;1;5;8;FALSE;3;999;8249704,194;50000000;66100;2,31;1;1;41750295,81
12167;2457541;2457633;111;-2;1798;-3;156;12;2200000;96;5;8;118;262;114224;2;1;5;8;FALSE;3;999;2232812,5;15000000;200000;3,05;1;2;32812,5
10107;2457410;2457484;93;-2;1798;91;385;11;1200000;96;5;57;3214;613;101402;2;2;1;9;FALSE;3;999;1193259,069;10000000;29924;1,57;1;2;6740,931
9367;2457546;2457640;111;-2;1798;466946;385;11;100000;96;5;293;530;613;184505;4;2;1;9;FALSE;3;999;177454,5854;1000000;25000;1,4;1;2;77454,5854
5541;2457369;2457452;93;-2;1798;-3;156;12;1200000;96;5;74;306;7;171338;3;1;5;8;FALSE;3;999;1243288,592;2500000;100000;1,84;1;2;43288,592
1577;2457607;2457671;111;-2;1798;1529252;385;11;100000;96;5;259;1697;613;91455;2;2;1;9;FALSE;3;999;2316833,333;5606000;300000;1,83;1;2;2216833,333
1821;2457656;2457745;93;-2;1798;1560441;385;11;1000000;96;5;128;1757;613;94124;2;2;1;9;FALSE;3;999;3675077,842;69900000;26300;4,12;1;2;2675077,842
1346;2457371;2457425;93;-2;1798;-3;156;12;100000;96;5;1;2669;2129;75710;2;1;5;8;FALSE;3;999;765485,7347;2500000;100000;1,36;1;1;665485,7347
2340;2457596;2457670;4;-2;1798;1492209;148;5;50000;96;5;223;1562;613;55414;1;2;1;9;FALSE;3;999;467403,8462;1750000;30600;1,74;1;1;417403,8462
9618;2457359;2457404;111;-2;1798;1954548;26;10;2000000;96;5;128;2750;613;144434;3;2;1;9;FALSE;3;999;1347442,863;7950000;30000;2,34;1;2;652557,137
2109;2457591;2457605;0;158622;173;2405250;58;6;209700;96;5;128;6775;462;44729;1;2;2;4;FALSE;3;999;645719,5423;2000000;86456;1,45;1;1;436019,5423
8114;2457646;2457738;104;-2;1798;-3;156;12;550000;-2;16;1;5713;74;164056;3;1;5;8;FALSE;3;999;740679,4419;2500000;26500;1,35;1;2;190679,4419
14376;2457662;2457753;93;-2;1798;1339080;385;11;2000000;96;5;128;797;613;94802;2;2;1;9;FALSE;3;999;1401938,337;30575000;25000;2,26;1;2;598061,663
8504;2457510;2457569;111;-2;1798;2081398;26;10;1250000;96;5;128;3008;613;204713;4;2;1;9;FALSE;3;999;847440,198;4200000;27910;1,55;1;3;402559,802
11375;2457660;2457705;104;-2;1798;3379592;238;9;2000000;96;5;65;8118;613;160813;3;2;1;9;FALSE;3;999;1588865;17860800;74500;2,11;1;2;411135
9958;2457433;2457504;111;-2;1798;1199147;159;19;15000000;96;5;57;521;613;145225;3;2;1;9;FALSE;3;999;2022820,019;5000000;45000;2,12;1;2;12977179,98
7002;2457378;2457458;103;-2;1798;-3;156;12;1300000;96;5;60;753;1131;164825;3;1;5;8;FALSE;3;999;514956,3333;2500000;41110;2,5;1;2;785043,6667
342;2457526;2457621;104;-2;1798;-3;156;12;200000;96;5;3;1213;1616;80454;2;1;5;8;FALSE;3;999;0;0;0;0;1;2;200000
14394;2457410;2457479;4;-2;1798;91;385;11;1200000;96;5;152;1182;613;83812;2;2;1;9;FALSE;3;999;656741,4262;3100000;35000;1,98;1;2;543258,5738
11518;2457519;2457612;0;-2;1798;-3;156;12;1000000;96;5;128;753;1539;110151;2;1;5;8;FALSE;3;999;1355000;6500000;70000;1,81;1;2;355000
1999;2457646;2457657;0;-2;1798;2228568;159;19;10000000;96;5;67;3408;613;194842;4;2;1;9;FALSE;3;999;1074121,346;5855000;100000;2,07;1;3;8925878,654
9579;2457415;2457458;93;-2;1798;-3;156;12;1000000;96;5;128;1187;2167;113819;2;1;5;8;FALSE;3;999;1256712,686;7786432;100000;1,64;1;2;256712,686
7266;2457597;2457602;0;-2;1798;-3;156;12;2500000;96;5;128;594;1616;75740;2;1;5;8;FALSE;3;999;2931390,898;9000000;100000;3,26;1;1;431390,898
4602;2457554;2457646;93;-2;1798;2348947;26;10;1250000;96;5;221;3528;613;144958;3;2;1;9;FALSE;3;999;2390178,571;5000000;300000;2,17;1;2;1140178,571
6678;2457515;2457599;111;-2;1798;1830430;26;10;1250000;96;5;128;2300;613;83302;2;2;1;9;FALSE;3;999;1022317,115;2500000;50000;1,52;1;2;227682,885
539;2457635;2457695;104;-2;1798;1193606;26;10;200000;96;5;128;533;613;73546;2;2;1;9;FALSE;3;999;422741,9355;8503541;25822;1,74;1;1;222741,9355
8017;2457375;2457376;111;-2;1798;2784622;26;10;2500000;96;5;128;8619;613;43353;1;2;1;9;FALSE;3;999;2006896,552;9600000;10000;2,23;1;1;493103,448
6092;2457539;2457622;103;-2;1798;2592826;26;10;1250000;96;5;265;4045;613;174753;3;2;1;9;FALSE;3;999;989530,9524;8100000;47600;1,8;1;2;260469,0476
11951;2457654;2457745;111;-2;1798;-3;156;12;500000;96;5;229;5104;2194;73645;2;1;5;8;FALSE;3;999;1153763,441;10000000;50000;2,86;1;1;653763,441
9086;2457585;2457655;104;-2;1798;285906;385;11;500000;96;5;128;5237;613;144339;3;2;1;9;FALSE;3;999;218212,3077;1000000;14990;1,8;1;2;281787,6923
5646;2457429;2457479;103;-2;1798;2118229;301;16;1600000;96;5;128;3099;613;141924;3;2;1;9;FALSE;3;999;355611,0143;1000000;50000;1,64;1;2;1244388,986
697;2457420;2457511;104;-2;1798;2031750;26;10;700000;96;5;128;2746;613;150350;3;2;1;9;FALSE;3;999;279593,5897;500000;100000;1,09;1;2;420406,4103
12390;2457576;2457635;111;-2;1798;-3;440;15;50000000;96;5;8;48;143;62752;2;1;5;8;FALSE;3;999;10163708,23;50000000;100000;1,25;1;1;39836291,77
824;2457640;2457739;104;-2;1798;2432523;26;10;1000000;96;5;265;3900;613;163337;3;2;1;9;FALSE;3;999;614684,5263;3000000;55000;1,32;1;2;385315,4737
546;2457513;2457541;111;-2;1798;-3;156;12;1250000;96;5;128;2447;1545;63131;2;1;5;8;FALSE;3;999;775110;8003500;26500;2,57;1;1;474890
14460;2457605;2457605;103;-2;1798;1456464;26;10;2500000;96;5;265;1489;613;4205;1;2;1;9;FALSE;3;999;466909,2111;2000000;25000;1,45;1;1;2033090,789
9535;2457330;2457418;103;-2;1798;447670;26;10;400000;96;5;259;4837;613;121727;3;2;1;9;FALSE;3;999;163850,9245;1100000;10000;1,43;1;2;236149,0755
4725;2457643;2457734;111;69189;92;3314392;237;4;35700;96;5;128;7529;386;100850;2;2;2;4;FALSE;3;999;2327854,651;35000000;10000;5,42;1;2;2292154,651
7325;2457403;2457487;93;-2;1798;2796154;26;10;2500000;96;5;128;7852;613;164225;3;2;1;9;FALSE;3;999;501576,7714;1300000;100000;1,29;1;2;1998423,229
12209;2457423;2457513;93;-2;1798;-3;156;12;1250000;96;5;128;7824;503;121658;3;1;5;8;FALSE;3;999;2209542,792;60000000;50000;1,48;1;2;959542,792
12209;2457642;2457733;111;-2;1798;-3;156;12;2500000;96;5;129;7819;515;130856;3;1;5;8;FALSE;3;999;1214624,702;7780612;13462;3,05;1;2;1285375,298
3589;2457308;2457335;93;-2;1798;-3;156;12;2500000;96;5;221;3122;2413;213705;4;1;5;8;FALSE;3;999;2459850,889;30000000;26000;1,32;1;3;40149,111
663;2457391;2457483;111;36466;903;2955222;58;6;295000;96;5;128;7387;1408;93857;2;2;2;4;FALSE;3;999;2147997,163;20000000;300000;18,35;1;2;1852997,163
9460;2457328;2457408;4;-2;1798;301820;526;18;2100000;96;5;70;4780;613;163741;3;2;1;9;FALSE;3;999;1141773,688;3500000;74500;2,35;1;2;958226,312
13998;2457468;2457560;5;153732;849;548721;58;6;675396;96;5;70;7545;1296;183013;4;2;2;4;FALSE;3;999;459148,0984;15000000;25000;2,24;1;2;216247,9016
6536;2457571;2457655;0;-2;1798;-3;159;12;1000000;96;5;188;5689;1007;211504;4;1;5;8;FALSE;3;999;2212644,875;23450000;50000;1,86;1;3;1212644,875
10979;2457347;2457354;138;553188;39;2987449;58;6;1155000;96;5;134;7295;302;82400;2;2;2;4;FALSE;3;999;335045,4545;1000000;100000;1,3;1;2;819954,5455
625;2457419;2457505;103;-2;1798;-3;156;12;1500000;96;5;265;3846;1972;75715;2;1;5;8;FALSE;3;999;292538,3774;913500;100000;1,3;1;1;1207461,623
1730;2457468;2457557;5;-2;1798;2948038;385;11;1250000;96;5;70;4377;613;2937;1;2;1;9;FALSE;3;999;1212500;2500000;100000;1,76;1;1;37500
12771;2457362;2457401;111;-2;1798;-3;156;12;1500000;96;5;128;1014;2618;174253;3;1;5;8;FALSE;3;999;546432,8358;2500000;20000;1,7;1;2;953567,1642
5342;2457581;2457669;138;-2;1798;2453258;385;11;1000000;96;5;128;8002;613;165116;3;2;1;9;FALSE;3;999;444720,7588;2500000;26500;1,85;1;2;555279,2412
9377;2457659;2457750;111;-2;1798;2650612;26;10;900000;96;5;265;8595;613;164614;3;2;1;9;FALSE;3;999;1228742,869;25000000;12001;2,29;1;2;328742,869
11592;2457461;2457504;103;-2;1798;-3;156;12;1500000;96;5;51;9;614;144921;3;1;5;8;FALSE;3;999;713627,9;1100000;100000;1,45;1;2;786372,1
2177;2457495;2457586;5;637700;1859;3016515;58;6;726147;96;5;128;7445;2686;154159;3;2;2;4;FALSE;3;999;1912381;13950000;500000;1,6;1;2;1186234
525;2457309;2457366;103;-2;1798;1353528;385;11;500000;96;5;185;882;613;61156;2;2;1;9;FALSE;3;999;50000;100000;50000;2,15;1;1;450000
1832;2457608;2457690;93;-2;1798;-3;156;12;1250000;96;5;7;175;159;161343;3;1;5;8;FALSE;3;999;2593883,75;6390000;3000;4,23;1;2;1343883,75
4624;2457630;2457722;111;-2;1798;-3;156;12;2000000;96;5;186;5104;934;213023;4;1;5;8;FALSE;3;999;1413524,39;11677500;50000;3,19;1;3;586475,61
4387;2457404;2457488;103;-2;1798;-3;156;12;2000000;96;5;128;1264;989;92242;2;1;5;8;FALSE;3;999;1426050,212;7710000;100000;1,95;1;2;573949,788
2485;2457632;2457724;5;-2;1798;-3;156;12;2500000;96;5;8;64;162;95332;2;1;5;8;FALSE;3;999;1252008,475;10000000;50000;2,21;1;2;1247991,525
9535;2457550;2457640;111;-2;1798;572399;26;10;1250000;96;5;223;4969;613;42326;1;2;1;9;FALSE;3;999;1888709,677;23000000;26300;2,14;1;1;638709,677
4159;2457662;2457748;111;-2;1798;1159060;385;11;1250000;96;5;152;460;613;130717;3;2;1;9;FALSE;3;999;2435584,242;13425780;100000;19,78;1;2;1185584,242
486;2457438;2457477;111;-2;1798;1358926;385;11;1250000;96;5;293;991;613;80455;2;2;1;9;FALSE;3;999;1017771,119;2500000;72350;1,61;1;2;232228,881
12356;2457642;2457733;111;-2;1798;-3;156;12;2000000;149;7;238;5283;1407;151451;3;1;3;8;FALSE;3;999;595613;1694000;65000;2,25;1;2;1404387
7237;2457633;2457721;0;-2;1798;2432939;385;11;2000000;96;5;128;3973;613;102007;2;2;1;9;FALSE;3;999;215351,0964;1250000;34347;1,33;1;2;1784648,904
3954;2457404;2457441;93;513923;434;2343163;58;6;1650000;96;5;259;6339;820;183628;4;2;2;4;FALSE;3;999;895194,1765;3900000;25000;1,57;1;2;754805,8235
6759;2457403;2457485;103;361500;1191;2560230;58;6;350000;96;5;186;7519;1795;150459;3;2;2;4;FALSE;3;999;5700000;5700000;5000000;1;1;2;5350000
1072;2457556;2457647;111;-2;1798;-3;156;12;1500000;96;5;128;5643;2229;222216;4;1;5;8;FALSE;3;999;803681,7945;8554000;23000;1,63;1;1;696318,2055
13085;2457417;2457507;4;-2;1798;2066226;26;10;1250000;96;5;69;2960;613;132053;3;2;1;9;FALSE;3;999;2156560,994;12500000;100000;3;1;2;906560,994
3818;2457299;2457354;0;-2;1798;2618890;238;9;3000000;96;5;203;8391;613;50229;1;2;1;9;FALSE;3;999;2567902;25000000;25000;1,32;1;1;432098
3755;2457628;2457677;103;-2;1798;1486867;301;16;1000000;96;5;128;1564;613;81645;2;2;1;9;FALSE;3;999;213173,913;1000000;17000;1,27;1;2;786826,087
5682;2457326;2457358;0;-2;1798;2790992;159;19;10000000;96;5;241;4313;613;135908;3;2;1;9;FALSE;3;999;2422589,532;23651760;100000;2,1;1;2;7577410,468
9150;2457662;2457753;0;-2;1798;-3;156;12;5221584;96;5;128;7728;829;132827;3;1;5;8;FALSE;3;999;4371131,068;15000000;300000;19,78;1;2;850452,932
10016;2457462;2457557;111;-2;1798;-3;156;12;2500000;96;5;5;179;2615;123544;3;1;5;8;FALSE;3;999;945857,1429;15000000;20000;2,26;1;2;1554142,857
13373;2457526;2457579;104;-2;1798;1302929;385;11;1250000;96;5;265;698;613;134736;3;2;1;9;FALSE;3;999;1185303,845;6000000;30400;1,78;1;2;64696,155
2213;2457549;2457638;104;-2;1798;-3;156;12;1250000;96;5;41;5710;1631;163303;3;1;5;8;FALSE;3;999;734829,6585;1000000;100000;1,45;1;2;515170,3415
11080;2457655;2457744;103;-2;1798;-3;156;12;2500000;96;5;128;5720;2656;71737;2;1;5;8;FALSE;3;999;912021,1429;23000000;50000;1,81;1;1;1587978,857
274;2457636;2457724;104;-2;1798;1387486;148;5;25000;96;5;293;1367;613;204338;4;2;1;9;FALSE;3;999;347889,8529;1800000;20000;1,48;1;3;322889,8529
12043;2457449;2457541;111;-2;1798;2601928;26;10;300000;96;5;128;4145;613;105031;2;2;1;9;FALSE;3;999;1547091,667;3607000;45000;3,55;1;2;1247091,667
5102;2457517;2457565;93;388748;1574;2383750;58;6;220130;96;5;251;7314;2309;144130;3;2;2;4;FALSE;3;999;0;0;0;0;1;2;220130
7401;2457575;2457600;104;-2;1798;-3;156;12;2000000;96;5;152;289;2048;82821;2;1;5;8;FALSE;3;999;5250000;5000000;5700000;1;1;2;3250000
12522;2457371;2457371;111;-2;1798;1947662;385;11;300000;96;5;293;2629;613;64715;2;2;1;9;FALSE;3;999;442733,6957;2000000;25500;1,86;1;1;142733,6957
5929;2457652;2457722;103;-2;1798;-3;156;12;1000000;96;5;128;91;163;104810;2;1;5;8;FALSE;3;999;1185303,845;6162385;50000;1,76;1;2;185303,845
98;2457641;2457720;111;-2;1798;6928943;385;11;500000;96;5;128;4636;613;124916;3;2;1;9;FALSE;3;999;615833,6944;2445100;25000;1,59;1;2;115833,6944
14933;2457419;2457496;5;-2;1798;2446551;385;11;2500000;96;5;128;7980;613;132713;3;2;1;9;FALSE;3;999;1946677,632;4480000;130500;1,17;1;2;553322,368
6915;2457545;2457558;111;-2;1798;-3;156;12;2000000;96;5;152;1185;2497;164523;3;1;5;8;FALSE;3;999;771564;4203180;25000;1,82;1;2;1228436
1264;2457323;2457413;93;-2;1798;-3;156;12;1500000;96;5;279;5683;2415;174001;3;1;5;8;FALSE;3;999;1755681,165;9100000;25000;3,83;1;2;255681,165
7220;2457462;2457548;0;-2;1798;2162045;26;10;1500000;96;5;89;3183;613;120557;3;2;1;9;FALSE;3;999;1884825,389;7000000;100000;2,21;1;2;384825,389
5286;2457599;2457661;104;-2;1798;2488398;238;9;1150000;96;5;60;8075;613;233202;4;2;1;9;FALSE;3;999;135049,5868;500000;50000;1,91;1;1;1014950,413
13620;2457660;2457751;93;-2;1798;1439141;385;11;2500000;96;5;128;1382;613;94802;2;2;1;9;FALSE;3;999;2382324,27;35824300;26500;3,91;1;2;117675,73
1098;2457413;2457433;111;32165;1192;1864483;58;6;1935780;96;5;60;5767;1794;131517;3;2;2;4;FALSE;3;999;396660,2069;1000000;100000;1,33;1;2;1539119,793
2425;2457519;2457586;111;-2;1798;331436;385;11;1250000;96;5;265;4813;613;150347;3;2;1;9;FALSE;3;999;1072474;2000000;200000;1,17;1;2;177526
2869;2457537;2457622;93;-2;1798;1343049;26;10;1700000;96;5;128;835;613;140216;3;2;1;9;FALSE;3;999;5532031,381;100000000;50000;2,4;1;2;3832031,381
12987;2457536;2457624;111;-2;1798;-3;156;12;2200000;96;5;128;3800;2036;102556;2;1;5;8;FALSE;3;999;1216653,333;10000000;20000;1,58;1;2;983346,667
14080;2457529;2457619;103;-2;1798;2058827;301;16;150000;96;5;128;2882;613;70929;2;2;1;9;FALSE;3;999;279593,5897;2100000;12100;2;1;1;129593,5897
14434;2457391;2457479;111;-2;1798;-3;156;12;2500000;96;5;8;179;168;142512;3;1;5;8;FALSE;3;999;1317066,176;6000000;24880;2,33;1;2;1182933,824
1524;2457425;2457503;1;-2;1798;1572178;159;19;2550000;96;5;128;1768;613;104131;2;2;1;9;FALSE;3;999;1650000;2500000;100000;2,5;1;2;900000
1710;2457642;2457732;104;-2;1798;518;385;11;100000;96;5;128;2580;613;211630;4;2;1;9;FALSE;3;999;317857,1429;2000000;15000;1,85;1;3;217857,1429
12553;2457422;2457513;0;-2;1798;400373;385;11;1250000;96;5;128;4892;613;132713;3;2;1;9;FALSE;3;999;1478181,818;9500000;84378;1,76;1;2;228181,818
5975;2457331;2457417;93;-2;1798;1036666;385;11;2500000;96;5;142;342;613;222615;4;2;1;9;FALSE;3;999;701424,1667;2500000;30000;1,83;1;1;1798575,833
8657;2457559;2457628;93;-2;1798;-3;156;12;1000000;96;5;279;83;192;54306;1;1;5;8;FALSE;3;999;10163708,23;100000000;50000;2,57;1;1;9163708,23
8779;2457326;2457393;138;244764;1512;1631565;58;6;690000;96;5;128;5967;2231;191518;4;2;2;4;FALSE;3;999;1279371,681;16000000;50000;1,35;1;3;589371,681
1368;2457524;2457586;111;324475;102;1756387;227;1;300000;96;5;128;7161;393;130851;3;2;2;4;FALSE;3;999;1997326,686;47700000;87000;2;1;2;1697326,686
9641;2457593;2457616;111;-2;1798;1752625;385;11;1200000;96;5;60;2162;613;125514;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;1200000
2166;2457658;2457718;104;-2;1798;1481668;26;10;100000;96;5;70;1329;613;194356;4;2;1;9;FALSE;3;999;581154,163;1250000;100000;1,09;1;3;481154,163
14239;2457429;2457431;93;-2;1798;2489227;26;10;350000;96;5;128;8212;613;145527;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;350000
8605;2457396;2457490;0;-2;1798;-3;156;12;400000;96;5;128;7762;1369;175835;3;1;5;8;FALSE;3;999;580078,2;1500000;105000;1,45;1;2;180078,2
12040;2457592;2457632;93;-2;1798;3330919;238;9;850000;96;5;203;8687;613;122725;3;2;1;9;FALSE;3;999;2304545,455;30000000;133200;2,1;1;2;1454545,455
11945;2457500;2457549;93;-2;1798;-3;156;12;2500000;96;5;8;179;170;150103;3;1;5;8;FALSE;3;999;3225250,909;58517740;50000;4,27;1;2;725250,909
1518;2457474;2457532;103;-2;1798;-3;156;12;500000;96;5;8;185;65;102236;2;1;5;8;FALSE;3;999;306877,4032;1000000;55000;1,38;1;2;193122,5968
12932;2457638;2457724;93;-2;1798;-3;156;12;1000000;96;5;60;593;739;192001;4;1;5;8;FALSE;3;999;952053,5217;5000000;100000;1,69;1;3;47946,4783
14505;2457431;2457514;111;-2;1798;-3;156;12;2500000;96;5;8;36;204;124010;3;1;5;8;FALSE;3;999;1369047,619;9500000;30000;3,11;1;2;1130952,381
11188;2457352;2457413;104;-2;1798;2791001;26;10;1000000;96;5;128;4321;613;101736;2;2;1;9;FALSE;3;999;408081,3617;5000000;31600;1,53;1;2;591918,6383
6915;2457433;2457503;0;-2;1798;1455294;385;11;1250000;96;5;128;1345;613;81714;2;2;1;9;FALSE;3;999;796108,9744;3100000;25000;1,76;1;2;453891,0256
5021;2457502;2457589;0;-2;1798;2112007;301;16;2700000;96;5;102;3049;613;104326;2;2;1;9;FALSE;3;999;6445000;24504480;500000;1,7;1;2;3745000
11116;2457648;2457688;93;-2;1798;3091567;26;10;1250000;96;5;86;8180;613;75107;2;2;1;9;FALSE;3;999;1264730,357;2500000;173455;1,25;1;1;14730,357
5283;2457393;2457471;111;-2;1798;-3;156;12;400000;96;5;51;259;260;100800;2;1;5;8;FALSE;3;999;841147,9925;10000000;17900;2,57;1;2;441147,9925
458;2457653;2457710;103;-2;1798;1951104;385;11;100000;96;5;56;2596;613;54147;1;2;1;9;FALSE;3;999;259612,8512;1150000;20000;1,18;1;1;159612,8512
8584;2457517;2457614;93;-2;1798;506856;26;10;1250000;96;5;265;4953;613;105656;2;2;1;9;FALSE;3;999;914155,3738;4700000;38980;2,05;1;2;335844,6262
12507;2457461;2457478;104;-2;1798;1585674;26;10;50000;96;5;165;1958;613;100600;2;2;1;9;FALSE;3;999;102718,1818;100000;22500;2,1;1;2;52718,1818
12641;2457529;2457621;93;-2;1798;-3;156;12;2199940;96;5;128;5227;1983;162157;3;1;5;8;FALSE;3;999;3358895,4;53377977;34000;2,05;1;2;1158955,4
14423;2457445;2457534;103;-2;1798;-3;156;12;1250000;96;5;8;229;205;184036;4;1;5;8;FALSE;3;999;800000;1500000;100000;3;1;2;450000
3506;2457433;2457502;103;-2;1798;-3;156;12;1250000;96;5;59;1264;679;54350;1;1;5;8;FALSE;3;999;514956,3333;5000000;26097;1,3;1;1;735043,6667
11748;2457542;2457620;104;-2;1798;1374421;238;9;6596072;96;5;70;5375;613;181859;4;2;1;9;FALSE;3;999;633831,4321;2500000;25000;1,53;1;2;5962240,568
1031;2457316;2457320;0;-2;1798;1765088;26;10;2500000;96;5;128;2139;613;62235;2;2;1;9;FALSE;3;999;738775,8148;2900000;34000;1,7;1;1;1761224,185
13824;2457561;2457652;0;-2;1798;1126495;159;19;15000000;96;5;102;400;613;93949;2;2;1;9;FALSE;3;999;1965300,17;20000000;65585;2,48;1;2;13034699,83
13499;2457441;2457471;103;-2;1798;-3;156;12;100000;96;5;75;5280;1965;111801;2;1;5;8;FALSE;3;999;713501,2414;2300000;51500;1,35;1;2;613501,2414
13290;2457467;2457504;93;-2;1798;-3;440;15;75000000;96;5;8;65;140;111530;2;1;5;8;FALSE;3;999;15582273,91;100000000;50000;3,32;1;2;59417726,09
14571;2457634;2457724;103;-2;1798;-3;156;12;900000;96;5;203;680;2385;142940;3;1;5;8;FALSE;3;999;323243,2432;1000000;25000;2,29;1;2;576756,7568
4423;2457550;2457560;111;-2;1798;-3;156;12;300000;96;5;8;232;116;211239;4;1;5;8;FALSE;3;999;2650502,8;15380000;147000;2,74;1;3;2350502,8
10733;2457559;2457632;103;-2;1798;3095475;238;9;2200000;96;5;70;7868;613;80952;2;2;1;9;FALSE;3;999;135049,5868;1000000;22950;1,63;1;2;2064950,413
